Sample_path,Entropy,Correct
15135,0.5079,True
15136,0.4946,True
15137,0.6833,True
15138,0.5145,True
15139,0.4781,True
15140,0.5434,True
15141,1.3641,True
15142,0.4815,True
15143,0.6018,True
15144,0.5297,True
15145,0.4641,True
15146,0.5351,True
15147,0.6797,True
15148,0.4809,True
15149,0.4866,True
15150,0.5985,True
15151,0.5663,True
15152,0.3185,True
15153,0.457,True
15154,0.6891,True
15155,0.5371,True
15156,1.3174,False
15157,0.4917,True
15158,0.5561,True
15159,0.5212,True
15160,0.5172,True
15161,0.5374,True
15162,0.4936,True
15163,0.5258,True
15164,0.5739,True
15165,0.5909,True
15166,0.487,True
15167,0.4902,True
15168,0.4975,True
15169,0.4412,True
15170,0.4879,True
15171,0.4773,True
15172,0.5288,True
15173,0.2227,True
15174,0.7352,True
15175,0.5022,True
15176,0.4772,True
15177,0.4961,True
15178,0.5113,True
15179,1.0825,True
15180,0.4899,True
15181,1.0483,True
15182,0.4858,True
15183,0.7314,True
15184,0.6714,True
15185,0.5001,True
15186,0.491,True
15187,0.6414,True
15188,0.5319,True
15189,0.4974,True
15190,0.4639,True
15191,0.6229,True
15192,0.532,True
15193,0.5359,True
15194,0.5584,True
15195,0.511,True
15196,0.459,True
15197,0.5798,True
15198,0.4162,True
15199,0.6879,True
15200,0.4875,True
15201,0.5112,True
15202,0.6595,True
15203,0.4952,True
15204,0.8111,True
15205,0.4706,True
15206,1.4846,False
15207,0.5185,True
15208,0.4985,True
15209,0.5494,True
15210,0.462,True
15211,0.5725,True
15212,0.4915,True
15213,0.4939,True
15214,0.4305,True
15215,0.58,True
15216,0.5733,True
15217,0.5003,True
15218,0.5125,True
15219,0.4529,True
15220,0.5514,True
15221,0.4964,True
15222,0.316,True
15223,0.3833,True
15224,0.4114,True
15225,0.5293,True
15226,0.932,True
15227,0.5909,True
15228,0.4833,True
15229,0.5252,True
15230,0.5608,True
15231,0.6123,True
15232,0.4832,True
15233,0.9985,False
15234,0.4699,True
15235,0.4856,True
15236,0.4811,True
15237,0.4528,True
15238,0.5466,True
15239,0.497,True
15240,0.5298,True
15241,0.6049,True
15242,0.6759,True
15243,0.508,True
15244,0.451,True
15245,0.6717,True
15246,0.478,True
15247,0.482,True
15248,0.6453,True
15249,0.4943,True
15250,0.5202,True
15251,0.6347,True
15252,0.5489,True
15253,0.4898,True
15254,0.511,True
15255,0.8114,True
15256,0.5126,True
15257,0.5312,True
15258,0.7993,True
15259,0.4933,True
15260,0.5192,True
15261,0.5007,True
15262,0.4625,True
15263,0.4964,True
15264,0.5606,True
15265,0.5445,True
15266,0.5472,True
15267,0.5376,True
15268,0.4435,True
15269,0.4684,True
15270,0.508,True
15271,0.5119,True
15272,0.5527,True
15273,0.4384,True
15274,0.4351,True
15275,0.5013,True
15276,0.5345,True
15277,0.4331,True
15278,1.0419,True
15279,0.4283,True
15280,0.5421,True
15281,0.5542,True
15282,0.6796,True
15283,1.0677,True
15284,0.5695,True
15285,0.3585,True
15286,0.5418,True
15287,0.6922,True
15288,0.505,True
15289,1.1699,False
15290,0.7984,True
15291,0.4904,True
15292,0.3526,True
15293,0.5163,True
15294,0.5122,True
15295,0.5199,True
15296,0.6912,True
15297,0.4537,True
15298,0.6373,True
15299,0.6261,True
15300,0.5224,True
15301,0.5126,True
15302,0.4997,True
15303,0.5345,True
15304,0.5463,True
15305,0.5525,True
15306,0.4342,True
15307,0.4723,True
15308,0.5028,True
15309,0.4675,True
15310,0.4477,True
15311,0.5428,True
15312,0.6143,True
15313,0.9086,True
15314,0.4775,True
15315,0.498,True
15316,1.0486,True
15317,1.1426,True
15318,0.6668,True
15319,1.0283,False
15320,0.5881,True
15321,0.5602,True
15322,1.1459,False
15323,1.1163,False
15324,0.7989,True
15325,0.5163,True
15326,1.3696,True
15327,0.5178,True
15328,0.4819,True
15329,0.5598,True
15330,0.6845,False
15331,1.5796,True
15332,0.4933,True
15333,1.3362,True
15334,0.5647,True
15335,0.5094,True
15336,0.4273,True
15337,0.3876,True
15338,0.4736,True
15339,1.1418,False
15340,0.5499,True
15341,0.5116,True
15342,0.5051,True
15343,1.3785,True
15344,0.5834,True
15345,0.5431,True
15346,0.5626,True
15347,0.9894,False
15348,0.4783,True
15349,0.6062,True
15350,0.8528,True
15351,0.6089,True
15352,0.8933,True
15353,0.5037,True
15354,1.2026,False
15355,0.5009,True
15356,0.6142,True
15357,0.4304,True
15358,0.4509,True
15359,0.5153,True
15360,0.3871,True
15361,0.569,True
15362,0.8894,True
15363,0.7245,True
15364,0.4093,True
15365,0.5039,True
15366,0.5603,True
15367,0.6021,True
15368,0.5123,True
15369,0.4282,True
15370,0.5572,True
15371,0.6856,True
15372,0.4667,True
15373,0.5366,True
15374,0.5129,True
15375,0.5533,True
15376,0.4987,True
15377,0.5335,True
15378,0.675,True
15379,0.5069,True
15380,0.4236,True
15381,0.4911,True
15382,0.6096,True
15383,0.4373,True
15384,0.4895,True
15385,0.5085,True
15386,0.5004,True
15387,1.0687,True
15388,0.4746,True
15389,0.397,True
15390,0.4689,True
15391,0.4363,True
15392,0.7325,True
15393,0.4474,True
15394,0.5359,True
15395,0.4937,True
15396,0.5523,True
15397,0.6369,True
15398,0.4699,True
15399,0.6338,True
15400,0.4896,True
15401,0.516,True
15402,0.8427,True
15403,0.4813,True
15404,0.4913,True
15405,1.492,True
15406,0.5104,True
15407,0.6712,True
15408,0.9077,False
15409,0.452,True
15410,0.5169,True
15411,0.506,True
15412,0.5018,True
15413,0.5914,True
15414,0.8068,True
15415,0.47,True
15416,0.4976,True
15417,0.5257,True
15418,0.4037,True
15419,1.3232,False
15420,0.4519,True
15421,0.5156,True
15422,0.8294,True
15423,0.4788,True
15424,0.5444,True
15425,0.5131,True
15426,1.1825,True
15427,0.5236,True
15428,0.3999,True
15429,0.6195,True
15430,0.8207,True
15431,0.5412,True
15432,0.5023,True
15433,0.5894,True
15434,0.5271,True
15435,1.553,True
15436,1.545,True
15437,0.5263,True
15438,0.4932,True
15439,1.6574,True
15440,1.0748,True
15441,0.5684,True
15442,0.5034,True
15443,0.6139,True
15444,0.7286,True
15445,0.5149,True
15446,0.4638,True
15447,0.5289,True
15448,0.4214,True
15449,0.4178,True
15450,1.0928,True
15451,0.4593,True
15452,0.5872,True
15453,0.4866,True
15454,0.5177,True
15455,0.5488,True
15456,0.5067,True
15457,0.5734,True
15458,0.5493,True
15459,0.5105,True
15460,0.529,True
15461,0.5368,True
15462,0.5034,True
15463,0.5805,True
15464,0.435,True
15465,0.5206,True
15466,0.6343,True
15467,0.3874,True
15468,0.4817,True
15469,0.4627,True
15470,0.629,True
15471,0.4328,True
15472,0.5846,True
15473,1.0492,True
15474,0.953,True
15475,0.5907,True
15476,0.5575,True
15477,0.5071,True
15478,0.5136,True
15479,0.6366,True
15480,0.4922,True
15481,0.516,True
15482,0.5543,True
15483,0.578,True
15484,0.5267,True
15485,0.4761,True
15486,0.4491,True
15487,0.5634,True
15488,0.5608,True
15489,0.548,True
15490,0.9157,False
15491,0.5346,True
15492,1.4856,False
15493,0.6361,True
15494,0.5069,True
15495,0.5305,True
15496,0.5174,True
15497,0.5511,True
15498,0.5451,True
15499,0.5208,True
15500,0.7144,True
15501,0.4846,True
15502,0.5733,True
15503,0.5195,True
15504,0.579,True
15505,1.9376,False
15506,0.5409,True
15507,0.5116,True
15508,0.58,True
15509,0.6511,True
15510,0.5958,True
15511,1.1524,True
15512,0.4922,True
15513,0.5468,True
15514,0.3582,True
15515,0.5955,True
15516,1.2922,False
15517,0.8662,True
15518,0.4545,True
15519,0.5014,True
15520,0.7136,True
15521,0.4887,True
15522,0.417,True
15523,0.508,True
15524,0.4686,True
15525,0.5549,True
15526,0.5231,True
15527,0.4513,True
15528,0.5588,True
15529,0.5527,True
15530,0.5603,True
15531,1.0055,True
15532,0.5267,True
15533,0.5228,True
15534,0.5353,True
15535,0.5245,True
15536,0.4847,True
15537,0.5432,True
15538,0.3017,True
15539,0.5194,True
15540,1.1544,True
15541,0.5772,True
15542,0.5135,True
15543,0.4918,True
15544,0.4173,True
15545,1.2898,False
15546,0.7514,True
15547,0.4933,True
15548,0.5309,True
15549,0.7601,True
15550,0.5697,True
15551,0.4303,True
15552,0.6273,True
15553,0.6611,True
15554,1.9351,False
15555,0.4941,True
15556,0.4636,True
15557,0.5337,True
15558,0.5514,True
15559,0.5666,True
15560,0.4546,True
15561,0.5817,True
15562,0.5409,True
15563,0.5218,True
15564,0.4578,True
15565,0.4518,True
15566,0.528,True
15567,0.463,True
15568,0.5267,True
15569,0.532,True
15570,0.4912,True
15571,0.5155,True
15572,0.5668,True
15573,0.4202,True
15574,0.4802,True
15575,0.5699,True
15576,0.5975,True
15577,0.524,True
15578,0.4124,True
15579,0.5143,True
15580,0.7364,True
15581,1.6001,True
15582,0.5022,True
15583,0.4938,True
15584,0.491,True
15585,0.9106,True
15586,0.4944,True
15587,0.5131,True
15588,0.5236,True
15589,0.5281,True
15590,0.5019,True
15591,0.4043,True
15592,0.6189,True
15593,0.4954,True
15594,0.7986,True
15595,0.6561,True
15596,0.5018,True
15597,1.1332,True
15598,0.5015,True
15599,0.5295,True
15600,0.5336,True
15601,0.9427,False
15602,1.5645,True
15603,0.5804,True
15604,0.5494,True
15605,0.9866,True
15606,0.4057,True
15607,0.5249,True
15608,0.523,True
15609,0.4898,True
15610,0.6816,True
15611,0.4109,True
15612,0.4625,True
15613,0.56,True
15614,0.5424,True
15615,0.9898,True
15616,1.0048,True
15617,0.5053,True
15618,1.1545,True
15619,1.8034,False
15620,0.7026,True
15621,0.4917,True
15622,0.5532,True
15623,0.4359,True
15624,0.4848,True
15625,0.5067,True
15626,0.5545,True
15627,0.5222,True
15628,0.7258,True
15629,0.5484,True
15630,0.4761,True
15631,0.6068,True
15632,0.7387,True
15633,0.5255,True
15634,0.5803,True
15635,0.5457,True
15636,0.5552,True
15637,0.5682,True
15638,0.5103,True
15639,0.4984,True
15640,0.5692,True
15641,0.5593,True
15642,0.9796,False
15643,0.5237,True
15644,0.5381,True
15645,0.4886,True
15646,0.9031,True
15647,1.1978,True
15648,0.4778,True
15649,0.546,True
15650,0.8366,True
15651,0.9395,True
15652,0.4909,True
15653,0.5903,True
15654,0.4816,True
15655,0.5381,True
15656,0.5237,True
15657,0.7582,True
15658,0.5019,True
15659,0.5007,True
15660,0.7007,True
15661,0.5394,True
15662,0.6443,True
15663,0.6243,True
15664,0.5303,True
15665,0.8248,True
15666,0.5498,True
15667,0.5754,True
15668,0.3565,True
15669,0.5592,True
15670,0.4781,True
15671,0.6653,True
15672,0.6201,True
15673,0.4695,True
15674,0.4754,True
15675,0.5278,True
15676,0.5067,True
15677,0.5343,True
15678,0.9496,True
15679,0.5696,True
15680,0.5144,True
15681,0.5481,True
15682,0.491,True
15683,0.4979,True
15684,1.1116,True
15685,0.4864,True
15686,0.5808,True
15687,0.4784,True
15688,0.5187,True
15689,1.1043,True
15690,0.4841,True
15691,0.5812,True
15692,0.5559,True
15693,0.5097,True
15694,0.6539,True
15695,0.4881,True
15696,1.3745,True
15697,0.7491,True
15698,0.5706,True
15699,0.4707,True
15700,0.5381,True
15701,0.7972,True
15702,0.5212,True
15703,0.4831,True
15704,0.5453,True
15705,0.552,True
15706,0.6607,True
15707,0.8002,True
15708,1.1505,False
15709,0.4085,True
15710,0.4309,True
15711,0.5398,True
15712,0.4542,True
15713,0.4036,True
15714,0.5785,True
15715,0.4864,True
15716,0.5367,True
15717,0.5229,True
15718,0.4648,True
15719,0.4769,True
15720,1.3588,False
15721,0.4884,True
15722,0.5298,True
15723,0.5336,True
15724,0.4804,True
15725,0.6957,True
15726,0.5294,True
15727,0.6454,True
15728,0.5489,True
15729,0.5215,True
15730,0.4302,True
15731,0.4909,True
15732,0.5343,True
15733,0.5496,True
15734,0.5016,True
15735,0.5348,True
15736,0.4691,True
15737,0.4885,True
15738,0.5203,True
15739,0.4775,True
15740,1.3713,True
15741,0.5422,True
15742,0.5432,True
15743,0.6459,True
15744,0.4805,True
15745,0.5793,True
15746,0.4306,True
15747,0.459,True
15748,0.514,True
15749,0.6237,True
15750,0.4383,True
15751,0.5017,True
15752,0.4714,True
15753,1.1551,True
15754,0.6147,True
15755,0.5187,True
15756,0.5145,True
15757,0.5059,True
15758,0.4792,True
15759,0.6879,True
15760,0.3381,True
15761,0.5111,True
15762,0.7279,True
15763,0.5823,True
15764,0.8812,True
15765,0.512,True
15766,0.5562,True
15767,0.5944,True
15768,0.5888,True
15769,0.5354,True
15770,0.6018,True
15771,0.5121,True
15772,0.4983,True
15773,0.6783,True
15774,0.5633,True
15775,1.212,True
15776,0.7907,True
15777,0.7128,True
15778,0.5445,True
15779,0.5765,True
15780,0.5219,True
15781,0.5245,True
15782,0.4452,True
15783,0.5116,True
15784,0.5199,True
15785,0.4113,True
15786,0.4118,True
15787,1.0954,True
15788,0.5236,True
15789,0.4507,True
15790,0.5318,True
15791,0.432,True
15792,0.4994,True
15793,0.45,True
15794,0.452,True
15795,0.5524,True
15796,0.464,True
15797,0.5166,True
15798,0.5214,True
15799,1.3703,False
15800,0.6322,True
15801,1.1799,False
15802,0.4874,True
15803,0.5036,True
15804,0.4961,True
15805,0.5049,True
15806,0.4461,True
15807,0.5017,True
15808,0.4586,True
15809,0.5337,True
15810,0.4601,True
15811,0.4135,True
15812,0.5861,True
15813,0.4622,True
15814,0.6659,True
15815,0.4656,True
15816,1.1542,True
15817,0.5417,True
15818,0.5335,True
15819,0.5093,True
15820,0.4131,True
15821,0.5293,True
15822,0.5525,True
15823,0.6314,True
15824,0.5838,True
15825,0.5257,True
15826,0.5033,True
15827,0.5031,True
15828,0.5127,True
15829,0.592,True
15830,0.4718,True
15831,0.5781,True
15832,0.8266,True
15833,0.5468,True
15834,0.4508,True
15835,0.501,True
15836,0.4229,True
15837,0.4626,True
15838,0.9508,True
15839,1.6591,True
15840,0.5581,True
15841,0.5218,True
15842,0.5049,True
15843,0.4682,True
15844,0.4276,True
15845,0.4621,True
15846,0.5409,True
15847,0.4721,True
15848,0.5616,True
15849,0.4729,True
15850,0.4776,True
15851,0.8916,True
15852,0.5417,True
15853,0.4774,True
15854,0.4212,True
15855,0.4358,True
15856,0.5134,True
15857,0.5485,True
15858,0.5252,True
15859,0.4731,True
15860,0.575,True
15861,0.6341,True
15862,0.7493,True
15863,0.725,True
15864,0.6237,True
15865,0.4371,True
15866,0.8448,True
15867,0.4872,True
15868,0.9322,True
15869,0.5628,True
15870,0.556,True
15871,0.4898,True
15872,0.4552,True
15873,0.547,True
15874,0.5339,True
15875,0.5886,True
15876,1.1253,True
15877,0.5955,True
15878,0.5592,True
15879,0.5091,True
15880,0.5349,True
15881,0.4411,True
15882,0.4431,True
15883,0.4613,True
15884,0.4862,True
15885,0.5099,True
15886,1.5582,True
15887,0.563,True
15888,0.5133,True
15889,0.8515,True
15890,0.4869,True
15891,1.4151,False
15892,1.3762,True
15893,0.4812,True
15894,0.4426,True
15895,0.5953,True
15896,1.3626,True
15897,0.5414,True
15898,1.0493,False
15899,0.5079,True
15900,0.5366,True
15901,1.2414,True
15902,0.8187,True
15903,0.7034,True
15904,1.1393,True
15905,0.4507,True
15906,0.6583,True
15907,0.5359,True
15908,0.4276,True
15909,0.5443,True
15910,0.5518,True
15911,0.4771,True
15912,0.5169,True
15913,0.5364,True
15914,0.7362,True
15915,0.5304,True
15916,0.9781,False
15917,0.4867,True
15918,0.5585,True
15919,1.8977,True
15920,0.6521,True
15921,0.7997,True
15922,0.5235,True
15923,1.1896,False
15924,0.6556,True
15925,0.5292,True
15926,0.4915,True
15927,0.5097,True
15928,0.5494,True
15929,1.55,True
15930,0.5603,True
15931,0.4186,True
15932,0.4975,True
15933,0.5181,True
15934,0.474,True
15935,0.5466,True
15936,0.492,True
15937,0.3945,True
15938,0.4458,True
15939,0.4586,True
15940,1.0264,True
15941,0.4807,True
15942,0.4645,True
15943,0.529,True
15944,0.493,True
15945,0.5286,True
15946,0.4916,True
15947,0.4944,True
15948,0.4385,True
15949,0.9289,True
15950,1.1243,True
15951,0.4813,True
15952,0.5732,True
15953,0.4688,True
15954,0.8304,True
15955,0.5882,True
15956,0.4699,True
15957,0.4756,True
15958,0.5547,True
15959,1.7317,True
15960,0.5541,True
15961,0.5035,True
15962,0.5245,True
15963,0.5058,True
15964,0.4485,True
15965,0.4837,True
15966,0.5463,True
15967,0.7184,True
15968,0.4495,True
15969,0.5019,True
15970,0.867,False
15971,0.5362,True
15972,0.5083,True
15973,1.6133,False
15974,0.5413,True
15975,0.8063,True
15976,0.4348,True
15977,0.5999,True
15978,1.1845,True
15979,0.4735,True
15980,0.4763,True
15981,0.5259,True
15982,0.5732,True
15983,0.5658,True
15984,1.3273,True
15985,0.4509,True
15986,0.4874,True
15987,0.7562,True
15988,0.7905,True
15989,0.5204,True
15990,0.6505,True
15991,0.5402,True
15992,0.5329,True
15993,0.4868,True
15994,0.5547,True
15995,0.4785,True
15996,0.5536,True
15997,0.4623,True
15998,0.5156,True
15999,0.4914,True
16000,0.5527,True
16001,0.5613,True
16002,0.4199,True
16003,0.5151,True
16004,0.5475,True
16005,0.4795,True
16006,0.9586,False
16007,0.5085,True
16008,0.4978,True
16009,0.4912,True
16010,0.527,True
16011,1.6172,False
16012,0.3922,True
16013,0.5609,True
16014,0.3872,True
16015,0.6264,True
16016,0.5331,True
16017,0.5505,True
16018,0.507,True
16019,0.4597,True
16020,0.5054,True
16021,0.5741,True
16022,0.6279,True
16023,0.5366,True
16024,1.5006,True
16025,0.5261,True
16026,0.5251,True
16027,0.6023,True
16028,0.4756,True
16029,0.4871,True
16030,0.4885,True
16031,0.4905,True
16032,0.4904,True
16033,0.4866,True
16034,0.4678,True
16035,0.5258,True
16036,0.4814,True
16037,0.5589,True
16038,0.849,True
16039,0.4437,True
16040,0.4895,True
16041,0.4758,True
16042,0.5372,True
16043,0.4732,True
16044,0.4725,True
16045,0.5255,True
16046,0.5018,True
16047,1.1024,True
16048,0.7985,True
16049,0.5149,True
16050,0.3974,True
16051,0.666,True
16052,0.5119,True
16053,0.5161,True
16054,0.6156,True
16055,0.5635,True
16056,0.5533,True
16057,0.4971,True
16058,0.4989,True
16059,0.5254,True
16060,1.1469,True
16061,0.5336,True
16062,0.6282,True
16063,1.606,False
16064,0.6382,True
16065,0.5326,True
16066,0.4886,True
16067,0.5411,True
16068,0.5204,True
16069,0.5431,True
16070,0.4172,True
16071,0.542,True
16072,0.4832,True
16073,0.5171,True
16074,0.9797,False
16075,0.4007,True
16076,1.1254,False
16077,0.5075,True
16078,1.3215,True
16079,0.4297,True
16080,0.4382,True
16081,1.2064,True
16082,0.5081,True
16083,0.5357,True
16084,0.4937,True
16085,0.5654,True
16086,0.4857,True
16087,0.5621,True
16088,0.7805,True
16089,0.5245,True
16090,0.5204,True
16091,0.4674,True
16092,1.2142,True
16093,0.4674,True
16094,0.5367,True
16095,0.5282,True
16096,0.4931,True
16097,0.5086,True
16098,0.8221,True
16099,0.396,True
16100,0.6069,True
16101,0.5146,True
16102,0.5421,True
16103,0.5465,True
16104,0.4651,True
16105,0.4779,True
16106,0.5192,True
16107,0.5755,True
16108,0.5087,True
16109,1.1188,False
16110,0.6579,True
16111,0.454,True
16112,0.5242,True
16113,0.5075,True
16114,0.537,True
16115,0.5269,True
16116,0.5391,True
16117,0.4832,True
16118,0.4141,True
16119,0.5565,True
16120,0.6283,True
16121,0.6256,True
16122,0.5717,True
16123,0.5182,True
16124,0.5639,True
16125,0.613,True
16126,0.4496,True
16127,0.4382,True
16128,0.5144,True
16129,0.8634,True
16130,0.3778,True
16131,0.5746,True
16132,0.5718,True
16133,0.7561,True
16134,0.4535,True
16135,0.6313,True
16136,0.5242,True
16137,1.0188,False
16138,0.5248,True
16139,0.5119,True
16140,0.4633,True
16141,1.7408,True
16142,0.5259,True
16143,0.7112,True
16144,0.4519,True
16145,0.487,True
16146,0.4804,True
16147,0.2876,True
16148,0.5208,True
16149,0.5661,True
16150,0.5474,True
16151,0.66,True
16152,0.5839,True
16153,0.5159,True
16154,0.514,True
16155,1.1499,False
16156,0.5234,True
16157,0.4935,True
16158,0.5489,True
16159,0.5692,True
16160,0.6088,True
16161,0.5397,True
16162,0.4595,True
16163,0.6397,True
16164,0.5346,True
16165,0.489,True
16166,0.6076,True
16167,0.5812,True
16168,1.3338,True
16169,0.4877,True
16170,0.508,True
16171,0.5402,True
16172,0.4843,True
16173,1.0751,True
16174,0.6363,True
16175,1.2155,True
16176,0.4556,True
16177,0.5639,True
16178,0.5445,True
16179,0.5108,True
16180,0.5255,True
16181,0.5053,True
16182,0.491,True
16183,0.8343,True
16184,0.5222,True
16185,0.5135,True
16186,0.4246,True
16187,0.5252,True
16188,0.5126,True
16189,0.5042,True
16190,0.387,True
16191,0.5343,True
16192,0.4474,True
16193,0.7426,True
16194,0.3914,True
16195,0.5233,True
16196,0.5238,True
16197,0.6192,True
16198,0.4822,True
16199,0.4983,True
16200,0.5093,True
16201,0.5058,True
16202,0.513,True
16203,0.554,True
16204,0.4891,True
16205,0.6456,True
16206,0.4464,True
16207,0.4745,True
16208,0.4139,True
16209,0.6089,True
16210,0.5704,True
16211,0.453,True
16212,0.532,True
16213,0.49,True
16214,1.5101,True
16215,0.5568,True
16216,0.5013,True
16217,0.4902,True
16218,1.6557,False
16219,0.5591,True
16220,0.4731,True
16221,0.5658,True
16222,1.3649,True
16223,0.4894,True
16224,0.486,True
16225,0.5541,True
16226,0.481,True
16227,0.438,True
16228,1.4286,True
16229,0.4808,True
16230,1.0607,True
16231,1.3181,True
16232,0.4747,True
16233,0.6504,True
16234,0.4608,True
16235,0.5122,True
16236,0.4495,True
16237,0.4732,True
16238,0.4378,True
16239,0.5708,True
16240,0.474,True
16241,0.4595,True
16242,0.54,True
16243,0.4678,True
16244,0.5699,True
16245,0.5513,True
16246,0.5376,True
16247,0.522,True
16248,0.5505,True
16249,0.4566,True
16250,0.3774,True
16251,0.5282,True
16252,0.5561,True
16253,0.6625,True
16254,0.6161,True
16255,0.5095,True
16256,1.1397,True
16257,0.5589,True
16258,0.703,True
16259,0.5162,True
16260,0.5448,True
16261,0.4855,True
16262,0.2566,True
16263,0.5432,True
16264,0.5391,True
16265,0.5171,True
16266,0.4692,True
16267,0.4523,True
16268,0.5134,True
16269,0.4608,True
16270,0.4423,True
16271,0.5462,True
16272,0.593,True
16273,0.4256,True
16274,0.4745,True
16275,0.4817,True
16276,0.4285,True
16277,0.4443,True
16278,0.5089,True
16279,0.5128,True
16280,0.5226,True
16281,0.5017,True
16282,0.4742,True
16283,0.734,True
16284,0.4348,True
16285,0.5445,True
16286,0.5767,True
16287,0.5356,True
16288,0.4991,True
16289,0.5479,True
16290,0.5194,True
16291,0.4557,True
16292,0.5186,True
16293,0.5395,True
16294,0.4694,True
16295,0.4136,True
16296,0.5741,True
16297,0.6036,True
16298,0.4754,True
16299,0.5397,True
16300,0.5206,True
16301,1.6044,False
16302,0.5613,True
16303,0.6991,True
16304,0.4826,True
16305,1.6134,True
16306,0.5359,True
16307,0.4861,True
16308,0.7977,True
16309,0.7301,True
16310,0.6273,True
16311,0.9978,True
16312,0.4803,True
16313,0.5553,True
16314,0.5742,True
16315,0.4775,True
16316,0.4853,True
16317,0.436,True
16318,0.4902,True
16319,0.4605,True
16320,1.2318,True
16321,0.472,True
16322,0.4273,True
16323,0.5385,True
16324,0.5397,True
16325,0.5067,True
16326,0.3818,True
16327,0.5044,True
16328,0.4735,True
16329,0.4573,True
16330,0.5713,True
16331,0.5615,True
16332,0.801,True
16333,0.6448,True
16334,0.536,True
16335,0.5146,True
16336,0.5119,True
16337,0.6509,True
16338,0.4464,True
16339,0.9316,True
16340,0.5242,True
16341,0.7236,True
16342,0.4999,True
16343,1.0608,False
16344,0.5034,True
16345,0.6553,True
16346,1.1167,False
16347,0.5417,True
16348,0.52,True
16349,0.4055,True
16350,0.4424,True
16351,0.4696,True
16352,0.4723,True
16353,0.5305,True
16354,0.5009,True
16355,0.4614,True
16356,0.408,True
16357,0.5778,True
16358,0.8346,True
16359,0.5334,True
16360,0.5472,True
16361,0.4813,True
16362,0.5099,True
16363,0.6044,True
16364,0.5523,True
16365,0.5272,True
16366,0.5095,True
16367,1.1407,True
16368,0.6253,True
16369,0.439,True
16370,0.6808,True
16371,0.522,True
16372,0.5069,True
16373,0.4725,True
16374,0.5019,True
16375,0.5408,True
16376,0.4846,True
16377,0.527,True
16378,0.5307,True
16379,0.435,True
16380,0.5604,True
16381,0.4574,True
16382,0.4712,True
16383,0.5633,True
16384,0.4853,True
16385,0.5241,True
16386,0.7386,True
16387,0.5712,True
16388,0.4281,True
16389,0.4917,True
16390,0.4887,True
16391,0.5986,True
16392,0.4991,True
16393,0.5323,True
16394,0.4994,True
16395,0.5221,True
16396,0.4582,True
16397,0.5771,True
16398,0.5534,True
16399,0.519,True
16400,0.494,True
16401,0.5221,True
16402,0.3785,True
16403,1.0088,True
16404,0.556,True
16405,0.7527,True
16406,0.9471,True
16407,0.4758,True
16408,0.559,True
16409,0.4962,True
16410,0.5011,True
16411,0.4784,True
16412,0.3982,True
16413,0.6617,True
16414,1.1121,True
16415,0.4647,True
16416,0.4903,True
16417,0.4585,True
16418,1.4407,True
16419,0.4324,True
16420,1.2311,True
16421,1.9922,True
16422,0.9969,True
16423,0.4873,True
16424,0.517,True
16425,0.487,True
16426,0.5555,True
16427,0.7361,True
16428,0.534,True
16429,0.5661,True
16430,0.8546,True
16431,0.4381,True
16432,0.412,True
16433,0.4593,True
16434,0.6785,True
16435,0.4955,True
16436,0.4539,True
16437,0.5498,True
16438,0.5975,True
16439,0.5385,True
16440,0.4947,True
16441,0.5032,True
16442,0.568,True
16443,0.6407,True
16444,0.5199,True
16445,0.3349,True
16446,0.5119,True
16447,0.7565,True
16448,0.7225,True
16449,0.4613,True
16450,0.6233,True
16451,0.6778,True
16452,0.6059,True
16453,0.4589,True
16454,0.3764,True
16455,0.7431,False
16456,0.8529,True
16457,0.5212,True
16458,0.5148,True
16459,0.7339,True
16460,0.5503,True
16461,0.9907,True
16462,1.0925,True
16463,0.5019,True
16464,0.9393,True
16465,0.4613,True
16466,0.5379,True
16467,0.6398,True
16468,0.528,True
16469,0.3554,True
16470,0.483,True
16471,0.5173,True
16472,0.6202,True
16473,0.5603,True
16474,0.5021,True
16475,0.5962,True
16476,0.6492,True
16477,0.482,True
16478,0.546,True
16479,1.2622,True
16480,0.9342,True
16481,0.5333,True
16482,0.9893,True
16483,0.494,True
16484,0.4901,True
16485,0.4837,True
16486,0.5028,True
16487,0.5633,True
16488,0.5869,True
16489,0.457,True
16490,0.5062,True
16491,0.4095,True
16492,0.7389,True
16493,1.7267,True
16494,0.6006,True
16495,0.5197,True
16496,0.6604,True
16497,0.5088,True
16498,0.4855,True
16499,0.6705,True
16500,0.562,True
16501,0.5908,True
16502,0.6288,True
16503,0.5295,True
16504,0.4989,True
16505,0.5763,False
16506,0.5174,True
16507,0.498,True
16508,0.5429,True
16509,0.5578,True
16510,0.475,True
16511,0.4907,True
16512,0.5238,True
16513,0.7185,True
16514,0.4964,True
16515,0.5085,True
16516,0.5267,True
16517,0.496,True
16518,1.5923,True
16519,0.9558,True
16520,0.5414,True
16521,0.9791,True
16522,0.6807,True
16523,0.6016,True
16524,0.4323,True
16525,0.484,True
16526,0.4961,True
16527,0.5206,True
16528,0.52,True
16529,0.6282,True
16530,0.5165,True
16531,0.4882,True
16532,0.4689,True
16533,0.5244,True
16534,0.5241,True
16535,0.3801,True
16536,0.4962,True
16537,0.6809,True
16538,0.5169,True
16539,0.7324,True
16540,0.5928,True
16541,1.2872,True
16542,0.5585,True
16543,0.4735,True
16544,0.4792,True
16545,0.4764,True
